Alpha    ,IC_Mean_5D              ,IC_Std_5D            ,IC_IR_5D               ,IC_Winrate_5D       ,IC_Mean_10D             ,IC_Std_10D          ,IC_IR_10D              ,IC_Winrate_10D      ,IC_Mean_20D             ,IC_Std_20D          ,IC_IR_20D               ,IC_Winrate_20D      ,IC_Mean_60D             ,IC_Std_60D           ,IC_IR_60D               ,IC_Winrate_60D
alpha064 ,0.010160515901873385    ,0.07732120793479523  ,0.1314065852468539     ,0.5595698924731183  ,0.006321649385197765    ,0.07720904084279265 ,0.08187706149684518    ,0.5479569892473118  ,0.006187888171977524    ,0.077273196766238   ,0.0800780662756419      ,0.5376344086021505  ,0.006297543055324749    ,0.07350364217102448  ,0.08567661233265082     ,0.5440860215053763
alpha065 ,0.022547646742742695    ,0.16100449173773854  ,0.14004358822156796    ,0.5432409739714525  ,0.011445281318390586    ,0.15718024229411756 ,0.07281628499448448    ,0.5155331654072208  ,0.010067838805719667    ,0.15774644496489704 ,0.06382292043386487     ,0.5134340890008396  ,0.011085740107514133    ,0.14166988844889794  ,0.0782505035395217      ,0.5298068849706129
alpha066 ,-0.022547728587398553   ,0.16100433926540042  ,-0.14004422918211387   ,0.45675902602854745 ,-0.011445403278659365   ,0.1571800265263316  ,-0.07281716087980156   ,0.48446683459277917 ,-0.010067883484078395   ,0.1577463013455877  ,-0.06382326177031473    ,0.48656591099916036 ,-0.011085647775205213   ,0.14166973612539957  ,-0.07824993593121897    ,0.47019311502938704
alpha067 ,-0.022046506561582947   ,0.1779802905741002   ,-0.12387049425792526   ,0.4597652975691534  ,-0.02031966163329389    ,0.17236623643012508 ,-0.11788655396865501   ,0.47485331098072087 ,-0.025267418911613472   ,0.16712110733152075 ,-0.15119226598642682    ,0.480720871751886   ,-0.015342318058622833   ,0.15803170200280328  ,-0.09708379941608603    ,0.4932942162615256
alpha068 ,-0.014776379668487521   ,0.17924343745471522  ,-0.08243749326789543   ,0.4660519698239732  ,-0.007726771049372608   ,0.1761858388697207  ,-0.04385580077798484   ,0.4958088851634535  ,-0.0075147359568397305  ,0.17426485911682923 ,-0.04312249753004857    ,0.49874266554903607 ,-0.005202639208706455   ,0.1692809079064576   ,-0.030733762436939226   ,0.5041911148365466
alpha069 ,-0.021997126996174173   ,0.15132179307550103  ,-0.1453665499800075    ,0.4560810810810811  ,-0.02356805786679682    ,0.1494414889476317  ,-0.15770759534559844   ,0.4510135135135135  ,-0.028040892021499276   ,0.1473090502738384  ,-0.19035417015704734    ,0.4387668918918919  ,-0.023147406775998657   ,0.1450349340040529   ,-0.1595988368936812     ,0.46790540540540543
alpha070 ,-0.04342221798436337    ,0.14049916490853395  ,-0.3090567692173229    ,0.40134340890008396 ,-0.051400389262948765   ,0.1399775876469524  ,-0.3672044227007927    ,0.3723761544920235  ,-0.06471440077032936    ,0.1450029598408012  ,-0.4462971020824632     ,0.35642317380352645 ,-0.08724213860372598    ,0.1414525275897421   ,-0.6167591353104434     ,0.2716204869857263
alpha071 ,-0.026268761519076728   ,0.17900499001287645  ,-0.1467487667086103    ,0.4517766497461929  ,-0.022352666610124274   ,0.17630716248656686 ,-0.12678252145216937   ,0.46150592216582065 ,-0.029206527576230067   ,0.1736240277138512  ,-0.16821708355000947    ,0.45219966159052455 ,-0.022764461735159558   ,0.16036204645696614  ,-0.14195666766617687    ,0.4856175972927242
alpha072 ,-6.056194695137992e-05  ,0.18036060224083664  ,-0.0003357825722410883 ,0.4882451721242653  ,-0.0044452641238254854  ,0.17722519468820552 ,-0.025082574357704012  ,0.4638958858102435  ,0.003531264318353678    ,0.1737102921259301  ,0.0203284691720725      ,0.46977329974811083 ,4.36894615543246e-05    ,0.16467049998746888  ,0.00026531444039854917  ,0.48446683459277917
alpha073 ,0.004744411271598212    ,0.07724991045059146  ,0.06141639833527972    ,0.5271646859083192  ,0.004863571171568858    ,0.07965864449366218 ,0.061055158576741965   ,0.5114601018675722  ,0.008795463477187189    ,0.07583755388111774 ,0.11597767896067532     ,0.5398981324278438  ,0.005593966110878477    ,0.07415735253498396  ,0.07543373542413757     ,0.5258913412563667
alpha074 ,-0.007121202893575813   ,0.08115093926418741  ,-0.08775256279403854   ,0.4774083546462063  ,-0.004964183087161377   ,0.08029340089995168 ,-0.06182554271610587   ,0.4846547314578005  ,-0.007097319278830735   ,0.08156486462160838 ,-0.08701441866858067    ,0.473998294970162   ,-0.006968921464081082   ,0.07863772324901071  ,-0.08862059042596651    ,0.4616368286445013
alpha075 ,0.01618742009967754     ,0.14618165786602327  ,0.11073496043199516    ,0.5491873396065012  ,0.019982082856698977    ,0.14093120904458908 ,0.14178607415747682    ,0.567579127459367   ,0.02591606462222756     ,0.1330742376054416  ,0.19474892427388826     ,0.5782720273738238  ,0.02520938703759123     ,0.11714140687529113  ,0.2152047487736695      ,0.6099230111206159
alpha076 ,0.002783693472227539    ,0.07651021869061359  ,0.03638328996920052    ,0.5105574324324325  ,0.0025614077314047873   ,0.07721474155762145 ,0.033172522237782      ,0.5016891891891891  ,0.000544005105600883    ,0.07407686533090248 ,0.007343792197075349    ,0.49282094594594594 ,0.0027542873518992435   ,0.06770458500344825  ,0.04068095760071442     ,0.49619932432432434
alpha077 ,0.005896305200480935    ,0.07469042424529045  ,0.0789432549093162     ,0.53154305200341    ,0.007406192425813699    ,0.07489729374216003 ,0.09888464663770247    ,0.5443307757885762  ,0.00771826296069394     ,0.07579985745626236 ,0.10182424109633045     ,0.5277067348678602  ,0.006371575230489303    ,0.07230785422611577  ,0.088117332462454       ,0.5421994884910486
alpha078 ,-0.010134562003615706   ,0.15468294282981143  ,-0.06551829062863235   ,0.47474747474747475 ,-0.005948304165981771   ,0.15301734470155656 ,-0.0388733981600797    ,0.49452861952861954 ,-0.011264863406916712   ,0.15208984459929284 ,-0.07406716363341652    ,0.4810606060606061  ,-0.012639326311774866   ,0.1396665854114051   ,-0.09049642242304541    ,0.46254208754208753
alpha079 ,-0.01893227713252149    ,0.17041672826093557  ,-0.11109400659032201   ,0.4685666387259011  ,-0.014156987338465024   ,0.1670320273940817  ,-0.08475612467460618   ,0.4920368818105616  ,-0.01885532200966703    ,0.16384046240848885 ,-0.11508342769844443    ,0.48826487845766975 ,-0.013411154402387042   ,0.1549609170548448   ,-0.08654539904174985    ,0.49245599329421624
alpha080 ,-0.008488512153061617   ,0.10384582748360349  ,-0.08174148503368507   ,0.45759865659109994 ,-0.002162660347157209   ,0.10315611977400191 ,-0.020964925318005777  ,0.49496221662468515 ,-0.0010754211698694482  ,0.10039097923807602 ,-0.010712328717494623   ,0.49748110831234255 ,-0.0037168067697750874  ,0.09417842474496882  ,-0.03946558651665753    ,0.4622166246851385
alpha081 ,-0.02543033222627835    ,0.16212419679640708  ,-0.15685710540921505   ,0.4243820695433599  ,-0.032676923529040586   ,0.16390807148540654 ,-0.19936128363239242   ,0.41642228739002934 ,-0.0409160899226758     ,0.16235984421260394 ,-0.25200867936962146    ,0.39338081273565145 ,-0.055221594140074916   ,0.1550236785500219   ,-0.35621393232683757    ,0.3586091328026812
alpha082 ,0.0006224827859887448   ,0.18363732506698144  ,0.003389739998454536   ,0.4878253568429891  ,-0.0026041530312027146  ,0.17953684031215764 ,-0.014504839378229661  ,0.46851385390428213 ,0.004940901880242378    ,0.1762623697248855  ,0.0280315185138737      ,0.4748110831234257  ,-0.0014172884008963132  ,0.16564025182135336  ,-0.00855642505557701    ,0.48572628043660787
alpha083 ,0.0032522942042682926   ,0.0814016684163743   ,0.03995365534318802    ,0.5205073995771671  ,0.002365788013248026    ,0.08047967024574335 ,0.029396094765598957   ,0.53276955602537    ,0.0032451423376601493   ,0.07964400888665146 ,0.04074559258159145     ,0.5255813953488372  ,0.003430875715258365    ,0.07506836241907487  ,0.0457033509816724      ,0.5285412262156448
alpha084 ,0.021167121527200322    ,0.13532608772779992  ,0.15641567625731323    ,0.5557432432432432  ,0.023475196194743957    ,0.13335710439626533 ,0.1760325878476511     ,0.558277027027027   ,0.03369574835044004     ,0.1318941070935419  ,0.25547576834909197     ,0.5886824324324325  ,0.032626386423415865    ,0.1314633751160934   ,0.2481785242057263      ,0.5696790540540541
alpha085 ,0.011219164845748614    ,0.10876427209920603  ,0.10315119688858299    ,0.5310519645120405  ,0.010876619393453859    ,0.1077022235843323  ,0.10098788150773245    ,0.5373891001267427  ,0.007354167829348599    ,0.1070794875717266  ,0.06867952019682996     ,0.5289395859738065  ,0.008798654767200594    ,0.09897759917751534  ,0.08889541512741984     ,0.5386565272496832
alpha086 ,0.009688973380725757    ,0.1282344038924297   ,0.07555673896104681    ,0.5382340515420363  ,0.004733115977226264    ,0.12545625715846564 ,0.037727221299514745   ,0.5133079847908745  ,0.009210287904830703    ,0.12218828483671063 ,0.07537783116555816     ,0.5289395859738065  ,0.01423449738059593     ,0.11795939945879283  ,0.12067285393029249     ,0.5597803126320237
alpha087 ,0.0038839132431285235   ,0.09836346550343542  ,0.03948532336930397    ,0.5118243243243243  ,0.0005699195914715326   ,0.0959260785046438  ,0.005941237256393658   ,0.5004222972972973  ,0.0004316531774110629   ,0.09674420655334086 ,0.004461798724588916    ,0.4970439189189189  ,0.005373354734950014    ,0.09425668259854529  ,0.05700767931581059     ,0.5228040540540541
alpha088 ,-0.0277391761503063     ,0.18080507906045185  ,-0.15342033694214838   ,0.4545838614279679  ,-0.027752334188879898   ,0.1769600845674321  ,-0.1568282149995506    ,0.45627376425855515 ,-0.034485394007211824   ,0.1717305485546475  ,-0.2008110630138586     ,0.4512040557667934  ,-0.025506707230843067   ,0.16198258430768794  ,-0.15746573830673524    ,0.4807773553020701
alpha089 ,-0.008966603213893545   ,0.1555444465479179   ,-0.057646566064518685  ,0.48113998323554064 ,-0.004064955902618374   ,0.15193030216582526 ,-0.0267553993158103    ,0.4865884325230511  ,-0.008422759140574993   ,0.15291497366817278 ,-0.055081323552083755   ,0.48030176026823135 ,-0.01113173602529655    ,0.14609876562033725  ,-0.0761932243440323     ,0.4639564124056999
alpha090 ,0.00778596655510307     ,0.07997527967625823  ,0.09735466492422211    ,0.540574809805579   ,0.005107597148480372    ,0.07915652231008814 ,0.06452528483340698    ,0.5283178360101437  ,0.005131374225815852    ,0.07948722749811829 ,0.06455595933242643     ,0.5312764158918005  ,0.006371331309656208    ,0.07478833009185716  ,0.08519151720369685     ,0.5295857988165681
alpha091 ,-0.0073260802843287415  ,0.1076900918889897   ,-0.0680292880786163    ,0.4859335038363171  ,-0.002792978547120966   ,0.10555299508996978 ,-0.02646043861417979   ,0.484228473998295   ,-5.260913285268324e-05  ,0.10856812317493544 ,-0.00048457255513125456 ,0.49872122762148335 ,-0.00520162415657648    ,0.09834501301239837  ,-0.05289159050617758    ,0.4629156010230179
alpha092 ,0.005163658348742145    ,0.09878843412808105  ,0.05226986736167278    ,0.514959202175884   ,0.0004553630098481585   ,0.09494407851471452 ,0.004796118062039919   ,0.5099728014505893  ,-0.0040034356611985495  ,0.09792601499926015 ,-0.040882248309898      ,0.4913871260199456  ,0.0025346669747252307   ,0.08987081155721023  ,0.02820345038401823     ,0.5213055303717135
alpha093 ,-0.01190153529687685    ,0.22529369360376802  ,-0.052826757404974244  ,0.48986486486486486 ,-0.016088304154328697   ,0.23162058275086186 ,-0.06945973437789751   ,0.49155405405405406 ,-0.021679445315655736   ,0.23463108756361617 ,-0.09239800889461303    ,0.4780405405405405  ,-0.03492675984202909    ,0.2238694377739535   ,-0.15601397041652243    ,0.4438344594594595
alpha094 ,0.02639854700560674     ,0.138770643537802    ,0.19023149516789267    ,0.5593723494486853  ,0.029998083658592568    ,0.13612265612076857 ,0.2203753916760054     ,0.5729431721798134  ,0.04059391517527321     ,0.13323647125719196 ,0.30467570022109836     ,0.5992366412213741  ,0.0357914865184881      ,0.1359485913483305   ,0.26327221314697075     ,0.5606446140797285
alpha095 ,-0.045292816851857286   ,0.14640778127485413  ,-0.3093607215235932    ,0.4016047297297297  ,-0.05598083486142837    ,0.14643271616520914 ,-0.3822973193932247    ,0.37753378378378377 ,-0.0700984472803351     ,0.15227683668929373 ,-0.46033558881554815    ,0.35177364864864863 ,-0.09573908702290501    ,0.14431694362795972  ,-0.6633946411012871     ,0.25
alpha096 ,0.001397339520225613    ,0.17025094174828745  ,0.008207528874005002   ,0.5077763766288357  ,0.008458027993219588    ,0.1689096765376156  ,0.05007426552815649    ,0.5275325767129045  ,-0.00035133109209295536 ,0.1662930550839387  ,-0.00211272257831583    ,0.5161832702816309  ,-0.000834482220164789   ,0.1587461619529222   ,-0.005256708004142256   ,0.510718789407314
alpha097 ,-0.029234084533249837   ,0.15666696747078263  ,-0.18660018129668465   ,0.40706476030277544 ,-0.035956417489427815   ,0.15959424218625154 ,-0.22529896440415148   ,0.40916736753574434 ,-0.04367900148380187    ,0.15679017749401153 ,-0.27858251187623123    ,0.38561816652649283 ,-0.05625746438507704    ,0.14872715658107616  ,-0.3782595302587474     ,0.3523969722455845
alpha098 ,0.026626870188436298    ,0.14406824588384773  ,0.18482122847461963    ,0.5612431444241316  ,0.026474901468511426    ,0.14047502279505464 ,0.18846696687949185    ,0.5763254113345521  ,0.03285906214842085     ,0.14154836392256653 ,0.23214017624672986     ,0.5813528336380256  ,0.042516645803836364    ,0.13461468439369642  ,0.3158395831430355      ,0.6243144424131627
alpha099 ,0.0011463594769851088   ,0.08404844365310715  ,0.013639270724827152   ,0.506553911205074   ,0.002086088898607912    ,0.08293752411270769 ,0.02515253404204625    ,0.5217758985200845  ,0.0029768467298352135   ,0.08143633720207344 ,0.036554280707008766    ,0.5141649048625793  ,0.003702453982250526    ,0.07610296559734894  ,0.04865058744017593     ,0.533615221987315
alpha100 ,-0.02938869000221522    ,0.15925426426898762  ,-0.18453942277223045   ,0.4125844594594595  ,-0.03648409177803482    ,0.16159276765710542 ,-0.2257779992694529    ,0.4079391891891892  ,-0.04436666792200747    ,0.15942171743243513 ,-0.27829751577485423    ,0.38260135135135137 ,-0.0573520218241681     ,0.15258221861508528  ,-0.3758761823279577     ,0.36528716216216217
alpha101 ,-0.0007471195362600566  ,0.07211279077875878  ,-0.010360430212057814  ,0.4989357173265219  ,-0.00015006802499790324 ,0.07092430341549551 ,-0.0021158900090813785 ,0.5104299702000852  ,0.0004236986571604669   ,0.07095938075144181 ,0.005971002743733187    ,0.5227756492124308  ,-0.00017427617540431093 ,0.06738719451260701  ,-0.002586191288490379   ,0.5023414218816518
alpha102 ,-0.009202208484560836   ,0.10695675661417034  ,-0.08603671966004311   ,0.4559932942162615  ,-0.0006404430288873031  ,0.10294863809226847 ,-0.00622099564166455   ,0.4974853310980721  ,0.0005194073257488015   ,0.10133341745773285 ,0.005125725933061039    ,0.512154233025985   ,-0.003131533020135208   ,0.09463068646460109  ,-0.0330921515750246     ,0.4878457669740151
alpha103 ,0.015785873383377218    ,0.13776855483426553  ,0.11458255769879779    ,0.5388513513513513  ,0.019228922763856543    ,0.13355124733603926 ,0.14398160367213247    ,0.5460304054054054  ,0.025844489803276614    ,0.13081862470767092 ,0.19755971186082305     ,0.5629222972972973  ,0.016490004639498745    ,0.12421488619775675  ,0.13275385216910132     ,0.5405405405405406
alpha104 ,0.0037023520204215025   ,0.07591604872134312  ,0.048769029510628614   ,0.5124630333755809  ,0.004096670311212786    ,0.07483733748849729 ,0.05474099491904633    ,0.5310519645120405  ,0.0032107613405712716   ,0.07590850697492736 ,0.042297780163582835    ,0.518800168990283   ,0.004200314594723547    ,0.07030982586159631  ,0.05974007961549775     ,0.5255597803126321
alpha105 ,0.016149749312803767    ,0.0969603531162109   ,0.16656033929092276    ,0.565694972539079   ,0.02036764537907351     ,0.10192806863469137 ,0.1998237154092543     ,0.5868187579214195  ,0.02863596172000787     ,0.10120235520579184 ,0.2829574634086088      ,0.6193493874102239  ,0.025909872289302555    ,0.0960832998812594   ,0.2696605166696211      ,0.6121673003802282
alpha106 ,-0.02527080916254046    ,0.17478140539698206  ,-0.14458522693042042   ,0.44824672581326575 ,-0.025032697970825826   ,0.17018458529955288 ,-0.14709145324039868   ,0.44909167722855936 ,-0.03179984649305242    ,0.16905417765737543 ,-0.18810447002085703    ,0.45585128855090834 ,-0.022929669334810904   ,0.15490720175476533  ,-0.1480219710579436     ,0.4790874524714829
alpha107 ,0.0027071327137206916   ,0.10340218955870017  ,0.026180613053497143   ,0.528293918918919   ,0.003640083544545236    ,0.09977495180128562 ,0.03648293964395914    ,0.5122466216216216  ,0.004561135200117774    ,0.09908644898279939 ,0.04603187667881357     ,0.5274493243243243  ,-2.5438198369440245e-05 ,0.08974120278712847  ,-0.00028346174978043456 ,0.49619932432432434
alpha108 ,0.0017607726373110094   ,0.09685767467842016  ,0.018178968710089307   ,0.5075022065313327  ,0.0015717714347000817   ,0.09198530513055406 ,0.017087201401020286   ,0.5035304501323918  ,0.0005595026889996666   ,0.09255021779396608 ,0.0060453957033923264   ,0.500882612533098   ,0.0008892968095158092   ,0.08812810467736928  ,0.010090955805431893    ,0.5039717563989409
alpha109 ,-0.008461409224938729   ,0.11938553450705683  ,-0.07087466048442057   ,0.47485331098072087 ,-0.0016852229853955452  ,0.1148465010823324  ,-0.014673698976579394  ,0.4991617770326907  ,-0.0032461789994166906  ,0.11218140720037416 ,-0.028936871808164157   ,0.4953897736797988  ,-0.005003659721295621   ,0.1071233063700174   ,-0.04670934730125254    ,0.49245599329421624
alpha110 ,-0.018494229631593504   ,0.15348697937938335  ,-0.12049380153530914   ,0.46114864864864863 ,-0.017545517908733366   ,0.15077428228965387 ,-0.11636943411228787   ,0.46452702702702703 ,-0.02011554379925767    ,0.14658656031665881 ,-0.137226385255263      ,0.46875             ,-0.009975421707224189   ,0.14892597855265396  ,-0.0669824150505568     ,0.5109797297297297
alpha111 ,0.01940496975264201     ,0.158103230235453    ,0.12273607391666465    ,0.5414920368818106  ,0.0062225670776606965   ,0.1517073131651197  ,0.04101692230807617    ,0.5159262363788768  ,0.0033405446025283688   ,0.14884413229976023 ,0.022443240125857147    ,0.5142497904442582  ,0.0022050049133542807   ,0.14218589573621354  ,0.015507901834687282    ,0.5117351215423303
alpha112 ,-0.01035927928210498    ,0.16074243347671335  ,-0.064446450498746     ,0.4823232323232323  ,-0.004274686501998873   ,0.1594712815188654  ,-0.02680536872398043   ,0.49326599326599324 ,-0.011934860725801721   ,0.15976222399544798 ,-0.07470389699971737    ,0.48695286195286197 ,-0.009310340457571384   ,0.15271025849358671  ,-0.060967354448963784   ,0.4882154882154882
alpha113 ,0.01299887990438975     ,0.07148844917839607  ,0.1818318910786784     ,0.5722738799661876  ,0.013055592510686742    ,0.07109466665886116 ,0.18363673569681907    ,0.5600169061707523  ,0.01354960280472844     ,0.07054905740430754 ,0.1920593031750575      ,0.5646661031276415  ,0.012416647199141954    ,0.06790685024744364  ,0.18284822744535084     ,0.5815722738799662
alpha114 ,0.013753251810185111    ,0.12660808831733886  ,0.10862854019020533    ,0.5433037600337981  ,0.006750910108511918    ,0.12000935259677467 ,0.05625319995846185    ,0.5116180819602872  ,0.003635936069747179    ,0.11779769879102295 ,0.030865934624049414    ,0.5090832277144064  ,-0.00031911237752155615 ,0.10712796185407991  ,-0.0029787963104928885  ,0.4803548795944233
alpha115 ,-0.000921898577709258   ,0.07732523646323608  ,-0.011922350578876927  ,0.5012733446519525  ,0.00017179332931287867  ,0.07689469439938088 ,0.0022341376170975703  ,0.5025466893039049  ,0.0035078123316698595   ,0.07314915896674205 ,0.04795424009269497     ,0.5250424448217318  ,0.0024692404101054146   ,0.07174716475464957  ,0.03441586045315325     ,0.5110356536502547
alpha116 ,-0.02304605508838307    ,0.17130768487114964  ,-0.1345301882149498    ,0.46072635135135137 ,-0.02354062026825901    ,0.1677501694086422  ,-0.14033142470881008   ,0.4484797297297297  ,-0.029959261321173995   ,0.16738920478661473 ,-0.1789796502072258     ,0.44594594594594594 ,-0.021078069528101834   ,0.15365668625974557  ,-0.1371763900496388     ,0.4839527027027027
alpha118 ,-0.021752529775207502   ,0.15312783435102692  ,-0.1420547078680841    ,0.45988175675675674 ,-0.022246344275586725   ,0.15119863425180224 ,-0.1471332355987968    ,0.46114864864864863 ,-0.027373237401088237   ,0.145686176470245   ,-0.18789179635501627    ,0.44130067567567566 ,-0.03194335947039928    ,0.1472884711646769   ,-0.21687616972196547    ,0.44932432432432434
alpha119 ,-0.007277525349387484   ,0.0785077375100384   ,-0.0926981923082033    ,0.46567796610169493 ,-0.007440352648022321   ,0.07759777027628623 ,-0.09588358816923484   ,0.4635593220338983  ,-0.0021244262435463476  ,0.07458088062348703 ,-0.02848486402662994    ,0.5059322033898305  ,-0.003056886484307294   ,0.07615820479773948  ,-0.04013863630879635    ,0.488135593220339
alpha120 ,0.017658436124081234    ,0.13863431828162417  ,0.1273742053407698     ,0.5472972972972973  ,0.01005591745395972     ,0.13234521429676993 ,0.07598247890860946    ,0.515625            ,0.010654825509027957    ,0.1317383070441582  ,0.08087871893978793     ,0.5244932432432432  ,0.010623834438722397    ,0.11836463652241223  ,0.08975513929543293     ,0.5240709459459459
alpha121 ,-0.0010429852623288472  ,0.0838837298059344   ,-0.01243370156217184   ,0.5002150537634409  ,-0.005616139067576634   ,0.07954976438224867 ,-0.07059906602099078   ,0.4735483870967742  ,-0.005371607949824078   ,0.07947428357057613 ,-0.06758925917279757    ,0.490752688172043   ,0.0027060814296467773   ,0.07790928953513185  ,0.03473374543386789     ,0.5182795698924731
alpha122 ,-0.023172225803408327   ,0.1782893798948399   ,-0.12996974815368117   ,0.46018440905280805 ,-0.0275132020868881     ,0.17314795314354914 ,-0.15889995571635865   ,0.46437552388935455 ,-0.03518285054634642    ,0.1692908545588643  ,-0.2078248741671568     ,0.45892707460184406 ,-0.02370437693382526    ,0.16321637616612744  ,-0.14523283441667703    ,0.49874266554903607
alpha123 ,-0.0015354481098688816  ,0.069637429029872    ,-0.02204917859920171   ,0.49054170249355117 ,-0.0019692571581719515  ,0.06740334168647107 ,-0.02921601672706404   ,0.4823731728288908  ,-0.002695689567979416   ,0.06824716333313702 ,-0.039498924736561754   ,0.4866723989681857  ,-0.004841252802196574   ,0.06496956178421735  ,-0.07451570657465369    ,0.47807394668959585
alpha124 ,-0.01149173004544308    ,0.14801713637476555  ,-0.07763783523244967   ,0.4722104369961816  ,-0.003995844008433689   ,0.14179176588220038 ,-0.028181072318073874  ,0.5040305473058974  ,-0.002096297060408595   ,0.1368213927893178  ,-0.015321412957961508   ,0.4963937208315656  ,0.0014598548880267426   ,0.12108466741548876  ,0.012056480140606165    ,0.5112431056427662
alpha125 ,-0.005867275532957885   ,0.09326323072900258  ,-0.06291091877362238   ,0.47181266261925414 ,-0.009694574629318324   ,0.08939808563037069 ,-0.1084427542375118    ,0.4549002601908066  ,-0.0060541821322405475  ,0.09312221877685432 ,-0.0650132934090411     ,0.4605377276669558  ,-0.002134229923395267   ,0.08646852306379732  ,-0.02468216002510661    ,0.49176062445793584
alpha126 ,-0.016071187527174843   ,0.2065142381577809   ,-0.07782120821565892   ,0.4868035190615836  ,-0.019397317443121165   ,0.213210202246694   ,-0.09097743559512025   ,0.4968579807289485  ,-0.026534985067718134   ,0.2155502304924608  ,-0.1231034873268031     ,0.4633431085043988  ,-0.040652955625864524   ,0.2133468107791975   ,-0.19054869148214337    ,0.44281524926686217
